open,high,low,close,volume,thscode,time,thsname_cn,thsname_en,currency
3450.0898,3450.0898,3393.8139,3394.2571,100472007,000300.SH,2023-12-05,,,CNY
3387.8798,3420.2773,3382.9457,3399.598,105805519,000300.SH,2023-12-06,,,CNY
3394.3064,3404.4074,3369.7675,3391.2823,97713248,000300.SH,2023-12-07,,,CNY
3391.8585,3409.3845,3383.4479,3399.4618,129522054,000300.SH,2023-12-08,,,CNY
3378.0517,3426.6106,3346.8902,3419.4548,139626249,000300.SH,2023-12-11,,,CNY
3409.9976,3427.5456,3406.1013,3426.803,105590013,000300.SH,2023-12-12,,,CNY
3418.6413,3418.6413,3369.605,3369.605,95285367,000300.SH,2023-12-13,,,CNY
3387.3847,3399.1394,3350.7648,3351.9639,83655135,000300.SH,2023-12-14,,,CNY
3365.9388,3388.5047,3339.519,3341.5517,97787783,000300.SH,2023-12-15,,,CNY
3329.191,3352.3458,3314.9095,3329.3657,90526826,000300.SH,2023-12-18,,,CNY
3325.6596,3345.7795,3313.1874,3334.0412,83808118,000300.SH,2023-12-19,,,CNY
3334.332,3338.5434,3297.3652,3297.5022,92412868,000300.SH,2023-12-20,,,CNY
3285.6049,3339.3552,3283.9883,3330.8698,102546198,000300.SH,2023-12-21,,,CNY
3329.4668,3359.0601,3315.8976,3337.2281,105220133,000300.SH,2023-12-22,,,CNY
3330.3333,3348.882,3330.3333,3347.4508,74542693,000300.SH,2023-12-25,,,CNY
3345.3952,3345.4171,3315.937,3324.7902,74732935,000300.SH,2023-12-26,,,CNY
3326.9267,3341.2659,3309.6731,3336.3572,94403928,000300.SH,2023-12-27,,,CNY
3335.5572,3423.4018,3331.2082,3414.5403,148064851,000300.SH,2023-12-28,,,CNY
3411.1094,3432.5412,3409.5795,3431.1099,114928932,000300.SH,2023-12-29,,,CNY
3426.2684,3426.2684,3386.3522,3386.3522,116180726,000300.SH,2024-01-02,,,CNY
3379.7501,3392.8504,3362.6617,3378.2971,105613851,000300.SH,2024-01-03,,,CNY
3375.0207,3375.0207,3323.8647,3347.0519,106721013,000300.SH,2024-01-04,,,CNY
3341.3061,3372.5444,3313.5542,3329.1114,126400574,000300.SH,2024-01-05,,,CNY
3322.6051,3333.516,3283.3421,3286.0564,117429485,000300.SH,2024-01-08,,,CNY
3286.7083,3304.6008,3273.8431,3292.4994,109330465,000300.SH,2024-01-09,,,CNY
3281.6692,3312.9161,3268.2471,3277.129,94199366,000300.SH,2024-01-10,,,CNY
3275.3086,3311.1137,3266.7911,3295.6717,108789735,000300.SH,2024-01-11,,,CNY
3284.358,3310.4704,3279.6987,3284.1667,96853555,000300.SH,2024-01-12,,,CNY
3270.1029,3306.9217,3261.2687,3280.9195,88851530,000300.SH,2024-01-15,,,CNY
3272.571,3300.8762,3260.4362,3300.8762,113276665,000300.SH,2024-01-16,,,CNY
3291.1392,3291.1392,3229.082,3229.082,108769728,000300.SH,2024-01-17,,,CNY
3214.2844,3279.2538,3171.6329,3274.7286,174909168,000300.SH,2024-01-18,,,CNY
3261.2393,3286.9415,3251.8136,3269.7763,118501408,000300.SH,2024-01-19,,,CNY
3262.4685,3281.4205,3193.1776,3218.9016,148705628,000300.SH,2024-01-22,,,CNY
3208.4316,3249.5306,3188.1259,3231.9329,122012000,000300.SH,2024-01-23,,,CNY
3245.9592,3281.4892,3190.4674,3277.1089,154371954,000300.SH,2024-01-24,,,CNY
3274.3391,3344.2426,3269.7943,3342.9189,196833614,000300.SH,2024-01-25,,,CNY
3326.6465,3351.9692,3315.1265,3333.8213,180664005,000300.SH,2024-01-26,,,CNY
3335.3936,3351.3715,3303.9604,3303.9604,184164795,000300.SH,2024-01-29,,,CNY
3283.8977,3300.204,3244.9719,3245.0387,143649350,000300.SH,2024-01-30,,,CNY
3231.5425,3252.1475,3201.9264,3215.3518,153143469,000300.SH,2024-01-31,,,CNY
3202.2564,3251.7582,3191.8968,3217.7109,145516792,000300.SH,2024-02-01,,,CNY
3219.8734,3235.4079,3108.3515,3179.6276,173758089,000300.SH,2024-02-02,,,CNY
3164.25,3233.8485,3111.5184,3200.4218,203042970,000300.SH,2024-02-05,,,CNY
3185.2498,3314.512,3182.8216,3311.6922,202713099,000300.SH,2024-02-06,,,CNY
3314.0306,3343.6303,3289.6704,3343.6303,216647933,000300.SH,2024-02-07,,,CNY
3351.4052,3367.2101,3336.9779,3364.9297,189977578,000300.SH,2024-02-08,,,CNY
3393.1916,3403.8078,3364.1418,3403.8078,183319800,000300.SH,2024-02-19,,,CNY
3395.1916,3415.8943,3380.103,3410.8542,140734581,000300.SH,2024-02-20,,,CNY
3390.3619,3500.1338,3383.6911,3456.8713,188879362,000300.SH,2024-02-21,,,CNY
3450.3518,3486.6826,3448.4135,3486.6747,141020784,000300.SH,2024-02-22,,,CNY
3491.3367,3507.5592,3472.968,3489.7416,144821273,000300.SH,2024-02-23,,,CNY
3485.5427,3492.6061,3445.3889,3453.3585,151248331,000300.SH,2024-02-26,,,CNY
3440.0516,3494.7874,3437.4422,3494.7874,139528246,000300.SH,2024-02-27,,,CNY
3499.8257,3521.6574,3450.2598,3450.2598,189837548,000300.SH,2024-02-28,,,CNY
3437.8984,3516.0826,3437.8984,3516.0826,155944532,000300.SH,2024-02-29,,,CNY
3515.0587,3544.3595,3503.459,3537.8038,162709570,000300.SH,2024-03-01,,,CNY
3538.366,3548.6901,3519.7599,3540.8686,163244613,000300.SH,2024-03-04,,,CNY
3524.9644,3570.6935,3519.0816,3565.5143,166422389,000300.SH,2024-03-05,,,CNY
3556.5323,3577.3883,3545.1013,3551.0481,143076613,000300.SH,2024-03-06,,,CNY
3548.1007,3569.9185,3522.8964,3529.7195,148110510,000300.SH,2024-03-07,,,CNY
3529.5509,3548.5055,3511.577,3544.9099,125792664,000300.SH,2024-03-08,,,CNY
3545.9427,3589.2635,3542.2789,3589.2635,148202825,000300.SH,2024-03-11,,,CNY
3592.5826,3605.6976,3574.2117,3597.4939,180685560,000300.SH,2024-03-12,,,CNY
3594.4211,3594.4211,3563.3685,3572.361,144590590,000300.SH,2024-03-13,,,CNY
3571.7885,3597.46,3545.612,3562.2229,140962722,000300.SH,2024-03-14,,,CNY
3554.9068,3572.8091,3533.6798,3569.993,138316044,000300.SH,2024-03-15,,,CNY
3577.0564,3604.0519,3573.404,3603.528,160379438,000300.SH,2024-03-18,,,CNY
3593.3396,3610.7389,3577.188,3577.6303,145571786,000300.SH,2024-03-19,,,CNY
3568.7158,3589.5456,3568.4341,3585.3838,129528966,000300.SH,2024-03-20,,,CNY
3593.07,3601.1145,3575.0331,3581.0902,130743377,000300.SH,2024-03-21,,,CNY
3571.2736,3575.7171,3522.8404,3545.0023,139227358,000300.SH,2024-03-22,,,CNY
3536.7136,3564.9604,3525.7634,3525.7634,137015724,000300.SH,2024-03-25,,,CNY
3526.6818,3547.6461,3518.6018,3543.7467,126209535,000300.SH,2024-03-26,,,CNY
3538.7244,3542.9624,3502.7866,3502.7866,128626763,000300.SH,2024-03-27,,,CNY
3498.482,3551.2143,3489.3861,3520.9648,143334717,000300.SH,2024-03-28,,,CNY
3516.883,3538.2378,3516.883,3537.4843,128643290,000300.SH,2024-03-29,,,CNY
3551.5815,3600.9193,3551.5815,3595.6466,162776561,000300.SH,2024-04-01,,,CNY
3593.2206,3596.1903,3568.7539,3580.6759,141272972,000300.SH,2024-04-02,,,CNY
3578.6835,3582.4324,3558.874,3567.8031,135592331,000300.SH,2024-04-03,,,CNY
3553.5554,3567.82,3535.7688,3536.4077,155304283,000300.SH,2024-04-08,,,CNY
3533.3849,3543.7141,3518.8601,3533.4871,129670942,000300.SH,2024-04-09,,,CNY
3528.9679,3531.2295,3490.0525,3504.7086,128790274,000300.SH,2024-04-10,,,CNY
3485.0294,3520.5893,3484.9252,3504.2447,126534395,000300.SH,2024-04-11,,,CNY
3505.7499,3516.6988,3470.0611,3475.8389,128921116,000300.SH,2024-04-12,,,CNY
3473.5047,3552.4125,3473.5047,3549.0759,183941250,000300.SH,2024-04-15,,,CNY
3533.3636,3545.5034,3503.6158,3511.1146,176153065,000300.SH,2024-04-16,,,CNY
3509.1318,3565.9389,3498.0324,3565.403,168466398,000300.SH,2024-04-17,,,CNY
3550.5562,3602.7902,3547.5996,3569.8018,178574105,000300.SH,2024-04-18,,,CNY
3550.6087,3560.9492,3529.3237,3541.6619,147281505,000300.SH,2024-04-19,,,CNY
3536.1844,3558.1642,3528.0186,3530.9045,150579042,000300.SH,2024-04-22,,,CNY
3525.6681,3533.7584,3499.9838,3506.2249,143113504,000300.SH,2024-04-23,,,CNY
3514.0108,3524.537,3495.6494,3521.6219,121739851,000300.SH,2024-04-24,,,CNY
3510.6396,3543.9699,3505.1999,3530.2813,115187722,000300.SH,2024-04-25,,,CNY
3531.9647,3588.4003,3531.9647,3584.2686,197216133,000300.SH,2024-04-26,,,CNY
3584.5427,3645.8229,3578.7597,3623.9124,222721381,000300.SH,2024-04-29,,,CNY
3619.2586,3630.7092,3604.3943,3604.3943,191296899,000300.SH,2024-04-30,,,CNY
3654.0485,3668.2565,3645.738,3657.8767,208018007,000300.SH,2024-05-06,,,CNY
3657.0007,3665.684,3648.376,3659.0076,164834286,000300.SH,2024-05-07,,,CNY
3650.7484,3650.9355,3628.6984,3630.2233,130035336,000300.SH,2024-05-08,,,CNY
3630.4142,3669.7593,3630.4142,3664.561,146559017,000300.SH,2024-05-09,,,CNY
3669.0869,3674.6088,3641.7639,3666.2771,150720536,000300.SH,2024-05-10,,,CNY
3646.3491,3673.6211,3634.6049,3664.6907,157267455,000300.SH,2024-05-13,,,CNY
3668.2254,3675.776,3646.7092,3657.0454,133406490,000300.SH,2024-05-14,,,CNY
3651.0536,3656.5277,3624.002,3626.0559,123522764,000300.SH,2024-05-15,,,CNY
3636.6007,3657.4831,3626.334,3640.3592,154630503,000300.SH,2024-05-16,,,CNY
3638.5613,3677.9696,3627.447,3677.9696,164570417,000300.SH,2024-05-17,,,CNY
3682.0615,3703.0287,3677.4426,3690.9623,184609423,000300.SH,2024-05-20,,,CNY
3682.2868,3684.6106,3665.1524,3676.1611,130678283,000300.SH,2024-05-21,,,CNY
3675.6471,3691.8804,3667.0885,3684.451,151914605,000300.SH,2024-05-22,,,CNY
3672.8403,3674.3654,3633.5051,3641.7917,142572990,000300.SH,2024-05-23,,,CNY
3630.827,3650.8734,3599.6678,3601.4754,124791177,000300.SH,2024-05-24,,,CNY
3606.645,3638.1514,3603.7131,3635.7079,131272644,000300.SH,2024-05-27,,,CNY
3633.2535,3638.9703,3605.9213,3609.1724,123532238,000300.SH,2024-05-28,,,CNY
3609.0708,3633.1971,3602.8198,3613.5223,115906321,000300.SH,2024-05-29,,,CNY
3607.0522,3624.0352,3586.7543,3594.3121,122602995,000300.SH,2024-05-30,,,CNY
3599.8196,3614.6439,3579.9247,3579.9247,112462019,000300.SH,2024-05-31,,,CNY
3577.3798,3600.6044,3567.8713,3588.7483,141054591,000300.SH,2024-06-03,,,CNY
3583.8104,3622.5012,3580.2771,3615.6714,124545096,000300.SH,2024-06-04,,,CNY
3610.3601,3623.3232,3594.1056,3594.7936,110906766,000300.SH,2024-06-05,,,CNY
3602.1554,3625.0109,3584.171,3592.2454,137893517,000300.SH,2024-06-06,,,CNY
3594.6335,3603.0698,3552.0853,3574.1143,131103026,000300.SH,2024-06-07,,,CNY
3555.8186,3565.3113,3525.8945,3542.8771,134522306,000300.SH,2024-06-11,,,CNY
3539.0947,3551.1706,3531.5657,3544.1225,122813729,000300.SH,2024-06-12,,,CNY
3548.2162,3551.0771,3520.1802,3526.1306,123245462,000300.SH,2024-06-13,,,CNY
3514.7998,3547.1473,3503.5233,3541.5331,171516942,000300.SH,2024-06-14,,,CNY
3521.4365,3540.7932,3520.7381,3536.1986,137433438,000300.SH,2024-06-17,,,CNY
3533.4875,3551.7085,3532.7845,3545.5902,123671838,000300.SH,2024-06-18,,,CNY
3543.3599,3543.3599,3524.8449,3528.749,106642797,000300.SH,2024-06-19,,,CNY
3525.1687,3533.9865,3500.131,3503.2817,111617396,000300.SH,2024-06-20,,,CNY
3496.3428,3505.5123,3473.8283,3495.6198,109186615,000300.SH,2024-06-21,,,CNY
3473.6392,3505.7752,3471.2164,3476.8102,117990184,000300.SH,2024-06-24,,,CNY
3475.1648,3483.2189,3440.6464,3457.9023,118448118,000300.SH,2024-06-25,,,CNY
3451.5389,3487.3964,3442.2982,3480.2648,105898861,000300.SH,2024-06-26,,,CNY
3467.2888,3471.1423,3452.5775,3454.1175,114918101,000300.SH,2024-06-27,,,CNY
3443.6744,3484.678,3443.6744,3461.657,135409153,000300.SH,2024-06-28,,,CNY
3458.2636,3479.9548,3443.8086,3478.1827,121829770,000300.SH,2024-07-01,,,CNY
3472.4527,3488.3189,3464.5237,3471.7857,121650121,000300.SH,2024-07-02,,,CNY
3471.5556,3478.7047,3454.9942,3463.4141,103857108,000300.SH,2024-07-03,,,CNY
3468.2958,3483.3098,3444.928,3445.8128,104429909,000300.SH,2024-07-04,,,CNY
3443.3588,3451.0386,3399.6693,3431.0605,116609659,000300.SH,2024-07-05,,,CNY
3420.8033,3428.0418,3395.9123,3401.7604,115528218,000300.SH,2024-07-08,,,CNY
3396.8044,3448.9279,3384.8086,3439.8111,131629443,000300.SH,2024-07-09,,,CNY
3425.8818,3447.505,3423.6483,3428.9657,127203456,000300.SH,2024-07-10,,,CNY
3451.0442,3473.9837,3438.118,3468.169,145892466,000300.SH,2024-07-11,,,CNY
3459.9564,3479.0958,3457.3633,3472.4014,130874589,000300.SH,2024-07-12,,,CNY
3462.6113,3481.4613,3460.7915,3476.2467,118517083,000300.SH,2024-07-15,,,CNY
3466.8523,3500.2943,3464.3655,3498.2827,120659017,000300.SH,2024-07-16,,,CNY
3494.209,3514.4753,3486.2229,3501.5836,131802062,000300.SH,2024-07-17,,,CNY
3483.2975,3522.7995,3475.7236,3520.931,123768199,000300.SH,2024-07-18,,,CNY
3500.8052,3545.3383,3493.0734,3539.0156,132447975,000300.SH,2024-07-19,,,CNY
3538.4012,3540.1874,3494.0143,3514.9249,132126337,000300.SH,2024-07-22,,,CNY
3509.7887,3509.7887,3439.8779,3439.8779,128897660,000300.SH,2024-07-23,,,CNY
3432.3459,3451.4196,3408.4129,3418.1663,127036263,000300.SH,2024-07-24,,,CNY
3404.611,3415.8557,3383.7991,3399.2716,131022242,000300.SH,2024-07-25,,,CNY
3403.7084,3420.8201,3388.6601,3409.2931,124195558,000300.SH,2024-07-26,,,CNY
3404.3663,3408.5024,3388.8444,3390.742,109787786,000300.SH,2024-07-29,,,CNY
3380.6893,3380.6893,3352.8043,3369.3821,104952164,000300.SH,2024-07-30,,,CNY
3364.0268,3445.0042,3364.0268,3442.0844,171959177,000300.SH,2024-07-31,,,CNY
3443.1397,3448.3361,3419.1872,3419.2666,136323464,000300.SH,2024-08-01,,,CNY
3393.9167,3419.1023,3380.9645,3384.3919,116615255,000300.SH,2024-08-02,,,CNY
3362.1117,3409.0314,3343.3205,3343.3205,142812516,000300.SH,2024-08-05,,,CNY
3367.3517,3376.7956,3318.6251,3342.9789,119340279,000300.SH,2024-08-06,,,CNY
3338.5909,3362.3839,3329.9658,3341.489,95084377,000300.SH,2024-08-07,,,CNY
3332.4281,3364.7855,3320.8432,3342.9369,92495695,000300.SH,2024-08-08,,,CNY
3358.128,3366.6688,3331.6274,3331.6274,91511626,000300.SH,2024-08-09,,,CNY
3327.5561,3338.0771,3319.8908,3325.8645,79938754,000300.SH,2024-08-12,,,CNY
3328.0138,3335.014,3310.1909,3334.3903,84489679,000300.SH,2024-08-13,,,CNY
3332.7866,3332.7866,3309.1,3309.2389,78742407,000300.SH,2024-08-14,,,CNY
3301.4455,3356.7644,3297.9711,3341.953,104766399,000300.SH,2024-08-15,,,CNY
3342.0346,3356.9071,3335.6239,3345.634,96519083,000300.SH,2024-08-16,,,CNY
3344.2614,3375.9621,3343.7116,3356.9677,105571110,000300.SH,2024-08-19,,,CNY
3361.6394,3362.3338,3321.6397,3332.7034,101668331,000300.SH,2024-08-20,,,CNY
3322.9134,3339.443,3307.9917,3321.635,89954751,000300.SH,2024-08-21,,,CNY
3322.8723,3327.6962,3305.2453,3313.1357,100366504,000300.SH,2024-08-22,,,CNY
3305.9307,3336.2414,3305.6403,3327.1905,89525774,000300.SH,2024-08-23,,,CNY
3330.7184,3336.5271,3311.5701,3324.2231,93990772,000300.SH,2024-08-26,,,CNY
3315.686,3320.5667,3299.5635,3305.3338,95808157,000300.SH,2024-08-27,,,CNY
3298.9089,3305.3496,3274.5881,3286.4956,92696650,000300.SH,2024-08-28,,,CNY
3273.541,3290.7857,3269.5288,3277.6812,130702333,000300.SH,2024-08-29,,,CNY
3273.7532,3351.6254,3273.6496,3321.4323,188695443,000300.SH,2024-08-30,,,CNY
3307.5432,3307.7627,3264.7565,3265.011,147612353,000300.SH,2024-09-02,,,CNY
3261.741,3281.5935,3261.1877,3273.4282,122897306,000300.SH,2024-09-03,,,CNY
3253.898,3272.9861,3249.9809,3252.1649,104832482,000300.SH,2024-09-04,,,CNY
3252.96,3266.882,3247.1725,3257.7578,97109450,000300.SH,2024-09-05,,,CNY
3261.1542,3274.8144,3231.0685,3231.3457,88400417,000300.SH,2024-09-06,,,CNY
3214.7996,3222.9278,3180.9277,3192.9516,108673069,000300.SH,2024-09-09,,,CNY
3193.4557,3205.0972,3171.7932,3195.7552,97290078,000300.SH,2024-09-10,,,CNY
3187.0508,3197.3363,3174.0343,3186.1299,102482110,000300.SH,2024-09-11,,,CNY
3189.4271,3201.5544,3171.8775,3172.4747,92868657,000300.SH,2024-09-12,,,CNY
3174.0344,3188.9145,3159.247,3159.247,88336677,000300.SH,2024-09-13,,,CNY
3158.8179,3179.9012,3145.7908,3171.0102,84722814,000300.SH,2024-09-18,,,CNY
3178.3959,3213.8378,3149.7925,3196.0357,125439272,000300.SH,2024-09-19,,,CNY
3192.4322,3207.9875,3173.2238,3201.0497,118064098,000300.SH,2024-09-20,,,CNY
3200.8678,3230.1613,3198.0248,3212.7639,95344855,000300.SH,2024-09-23,,,CNY
3244.6468,3351.9684,3222.4885,3351.909,204072217,000300.SH,2024-09-24,,,CNY
3403.7021,3465.4882,3393.438,3401.533,241564255,000300.SH,2024-09-25,,,CNY
3399.3188,3545.3249,3391.6772,3545.3204,243134010,000300.SH,2024-09-26,,,CNY
3617.9203,3708.4951,3596.5833,3703.6849,265487774,000300.SH,2024-09-27,,,CNY
3846.6515,4038.6968,3796.5045,4017.8545,510217707,000300.SH,2024-09-30,,,CNY
4450.3675,4450.3675,4094.3519,4256.0962,589867894,000300.SH,2024-10-08,,,CNY
4168.8436,4197.6,3942.5118,3955.9839,482269295,000300.SH,2024-10-09,,,CNY
3979.6116,4098.4967,3912.7708,3997.7879,395053099,000300.SH,2024-10-10,,,CNY
3969.7576,3978.2389,3847.1228,3887.167,274096505,000300.SH,2024-10-11,,,CNY
3915.2186,3979.5431,3868.779,3961.3424,307578993,000300.SH,2024-10-14,,,CNY
3942.5342,3967.8712,3855.9949,3855.9949,242486448,000300.SH,2024-10-15,,,CNY
3806.1373,3877.7483,3805.0868,3831.589,218866407,000300.SH,2024-10-16,,,CNY
3853.841,3882.0733,3787.7498,3788.2217,212313820,000300.SH,2024-10-17,,,CNY
3780.3143,3998.214,3765.1615,3925.234,312958834,000300.SH,2024-10-18,,,CNY
3946.9016,3979.2638,3896.165,3935.1974,291185634,000300.SH,2024-10-21,,,CNY
3923.7443,3965.9084,3917.5218,3957.7755,223433396,000300.SH,2024-10-22,,,CNY
3955.3191,4012.1795,3939.0986,3973.2089,245873949,000300.SH,2024-10-23,,,CNY
3950.8987,3957.9832,3914.0887,3928.8334,174724062,000300.SH,2024-10-24,,,CNY
3931.3205,3992.8918,3921.9396,3956.421,210694885,000300.SH,2024-10-25,,,CNY
3953.1063,3964.1569,3917.2042,3964.1569,216160415,000300.SH,2024-10-28,,,CNY
3970.008,3991.3091,3921.5795,3924.649,217293984,000300.SH,2024-10-29,,,CNY
3904.1595,3926.0581,3864.3051,3889.4487,219436626,000300.SH,2024-10-30,,,CNY
3888.4229,3923.8997,3859.1079,3891.0396,300636718,000300.SH,2024-10-31,,,CNY
3882.4579,3933.2204,3879.9588,3890.0203,307986481,000300.SH,2024-11-01,,,CNY
3897.7144,3944.7619,3891.2109,3944.7619,229239060,000300.SH,2024-11-04,,,CNY
3937.6228,4046.6977,3925.4138,4044.5725,316862794,000300.SH,2024-11-05,,,CNY
4051.2891,4091.7031,4002.5027,4024.2831,335807938,000300.SH,2024-11-06,,,CNY
3987.2665,4146.151,3984.6652,4145.6952,341436414,000300.SH,2024-11-07,,,CNY
4192.0794,4200.908,4094.1631,4104.047,332350385,000300.SH,2024-11-08,,,CNY
4066.9336,4132.5111,4048.039,4131.1312,289594227,000300.SH,2024-11-11,,,CNY
4133.3528,4181.7096,4060.7936,4085.743,297778086,000300.SH,2024-11-12,,,CNY
4059.5898,4121.0735,4059.5898,4110.8901,240484099,000300.SH,2024-11-13,,,CNY
4101.2228,4118.1686,4034.9441,4039.6191,230152784,000300.SH,2024-11-14,,,CNY
4025.6482,4049.071,3968.8308,3968.8308,247399463,000300.SH,2024-11-15,,,CNY
3982.1036,4034.0596,3931.1872,3950.3806,306777946,000300.SH,2024-11-18,,,CNY
3954.6038,3979.1505,3896.7493,3976.8912,242946465,000300.SH,2024-11-19,,,CNY
3966.1238,4001.0847,3958.3383,3985.7727,184599372,000300.SH,2024-11-20,,,CNY
3979.4554,3999.5693,3966.0658,3989.2979,166125927,000300.SH,2024-11-21,,,CNY
3984.2435,3990.2647,3865.6989,3865.6989,216285809,000300.SH,2024-11-22,,,CNY
3875.6126,3889.7069,3812.3179,3848.0909,190702953,000300.SH,2024-11-25,,,CNY
3836.259,3875.229,3833.2842,3840.1847,149892441,000300.SH,2024-11-26,,,CNY
3829.3442,3907.164,3817.9125,3907.0447,174136096,000300.SH,2024-11-27,,,CNY
3904.2525,3908.3918,3866.0136,3872.5505,150117291,000300.SH,2024-11-28,,,CNY
3869.8903,3962.7002,3869.8903,3916.5832,187656713,000300.SH,2024-11-29,,,CNY
3909.7029,3955.1252,3902.1697,3947.632,197289784,000300.SH,2024-12-02,,,CNY
3946.7034,3963.9474,3922.8425,3951.8912,182496867,000300.SH,2024-12-03,,,CNY
3948.13,3957.365,3917.7467,3930.5568,174626318,000300.SH,2024-12-04,,,CNY
3916.5638,3936.3358,3910.0834,3921.5881,138534038,000300.SH,2024-12-05,,,CNY
3923.8954,3995.1168,3923.8954,3973.1405,192057907,000300.SH,2024-12-06,,,CNY
3970.6628,3995.5116,3948.4206,3966.5708,175959958,000300.SH,2024-12-09,,,CNY
4094.05,4098.3804,3988.9676,3995.6369,253463795,000300.SH,2024-12-10,,,CNY
3988.0179,4005.3253,3977.3522,3988.8308,177252846,000300.SH,2024-12-11,,,CNY
3987.1525,4031.7441,3981.3485,4028.5048,181621777,000300.SH,2024-12-12,,,CNY
4000.9854,4000.9854,3931.7392,3933.1808,230353079,000300.SH,2024-12-13,,,CNY
3930.7807,3938.7595,3901.6465,3911.8416,178511251,000300.SH,2024-12-16,,,CNY
3908.1263,3955.945,3908.1263,3922.0334,160939090,000300.SH,2024-12-17,,,CNY
3934.5425,3956.1441,3933.9693,3941.89,157738321,000300.SH,2024-12-18,,,CNY
3911.8901,3954.3491,3899.7479,3945.4635,161081040,000300.SH,2024-12-19,,,CNY
3937.4722,3958.6336,3923.2562,3927.7441,154986496,000300.SH,2024-12-20,,,CNY
3928.1493,3965.8502,3928.1493,3933.5718,190067362,000300.SH,2024-12-23,,,CNY
3934.9422,3985.8588,3934.7338,3983.6882,161494589,000300.SH,2024-12-24,,,CNY
3987.9557,4007.7626,3969.4766,3985.6291,159390747,000300.SH,2024-12-25,,,CNY
3981.7317,3991.5331,3965.5461,3987.4801,143425286,000300.SH,2024-12-26,,,CNY
3987.0189,4007.1314,3970.9365,3981.0307,169268666,000300.SH,2024-12-27,,,CNY
3976.7004,4005.778,3976.7004,3999.0549,164612485,000300.SH,2024-12-30,,,CNY
3995.8705,4004.3462,3934.9109,3934.9109,183928397,000300.SH,2024-12-31,,,CNY
3931.8155,3934.2034,3796.3389,3820.3952,217898724,000300.SH,2025-01-02,,,CNY
3825.2426,3835.9353,3767.6653,3775.1648,175342676,000300.SH,2025-01-03,,,CNY
3775.9902,3788.8489,3743.0727,3768.9697,150946670,000300.SH,2025-01-06,,,CNY
3760.866,3797.602,3749.0581,3796.1055,146455779,000300.SH,2025-01-07,,,CNY
3781.261,3810.7355,3731.1887,3789.2153,169166968,000300.SH,2025-01-08,,,CNY
3780.7341,3795.2608,3768.681,3779.8773,129794002,000300.SH,2025-01-09,,,CNY
3778.8928,3786.8069,3732.4806,3732.4806,137523171,000300.SH,2025-01-10,,,CNY
3704.4442,3737.8852,3704.1073,3722.513,136446199,000300.SH,2025-01-13,,,CNY
3728.5561,3826.6399,3718.8768,3820.5395,170664657,000300.SH,2025-01-14,,,CNY
3810.0353,3816.8284,3790.1655,3796.026,141475520,000300.SH,2025-01-15,,,CNY
3812.1935,3842.947,3776.2861,3800.3836,144505871,000300.SH,2025-01-16,,,CNY
3788.3729,3831.6404,3780.2133,3812.3429,126621961,000300.SH,2025-01-17,,,CNY
3835.3042,3858.6677,3821.9815,3829.6764,139581277,000300.SH,2025-01-20,,,CNY
3850.3563,3850.9106,3817.1214,3832.6145,141218406,000300.SH,2025-01-21,,,CNY
3823.9447,3823.9447,3783.1438,3797.0166,137255062,000300.SH,2025-01-22,,,CNY
3829.0462,3864.2585,3801.8531,3803.7439,180569551,000300.SH,2025-01-23,,,CNY
3793.8498,3847.6003,3793.4836,3832.8637,148971722,000300.SH,2025-01-24,,,CNY
3836.9578,3851.9969,3817.0802,3817.0802,146670772,000300.SH,2025-01-27,,,CNY
3844.6998,3844.6998,3785.162,3795.0848,157168308,000300.SH,2025-02-05,,,CNY
3789.6086,3843.4942,3788.3196,3842.8314,167288176,000300.SH,2025-02-06,,,CNY
3844.0574,3919.3499,3833.8685,3892.7028,221857707,000300.SH,2025-02-07,,,CNY
3898.1023,3906.3678,3878.8314,3901.0618,188903040,000300.SH,2025-02-10,,,CNY
3905.1594,3905.1594,3872.9087,3883.1352,166574909,000300.SH,2025-02-11,,,CNY
3875.9596,3920.7229,3867.3538,3919.8617,164228540,000300.SH,2025-02-12,,,CNY
3913.9044,3939.1978,3904.9845,3905.1398,172485874,000300.SH,2025-02-13,,,CNY
3900.8274,3942.0356,3900.8274,3939.0085,172976452,000300.SH,2025-02-14,,,CNY
3954.4147,3955.8959,3921.7017,3947.3983,213588246,000300.SH,2025-02-17,,,CNY
3942.5761,3965.4232,3901.8675,3912.7829,209425101,000300.SH,2025-02-18,,,CNY
3906.2201,3943.6742,3904.1455,3940.1602,182829517,000300.SH,2025-02-19,,,CNY
3934.6503,3940.678,3916.1772,3928.8959,163895236,000300.SH,2025-02-20,,,CNY
3938.0518,3981.048,3927.7874,3978.444,227400330,000300.SH,2025-02-21,,,CNY
3972.4831,3995.9456,3949.2309,3969.7169,220810618,000300.SH,2025-02-24,,,CNY
3933.636,3955.4336,3915.6527,3925.6505,178108580,000300.SH,2025-02-25,,,CNY
3931.842,3960.3298,3925.3664,3959.9413,191062501,000300.SH,2025-02-26,,,CNY
3961.0635,3973.9323,3933.4611,3968.1159,202887963,000300.SH,2025-02-27,,,CNY
3950.1866,3972.4813,3886.3994,3890.0487,198104147,000300.SH,2025-02-28,,,CNY
3899.6962,3930.0048,3872.5872,3888.4738,177623166,000300.SH,2025-03-03,,,CNY
3865.9939,3890.4235,3855.7254,3885.2208,149850967,000300.SH,2025-03-04,,,CNY
